"category","variable","survey_question","variable_logic","variable_label","value","value_label","value_logic"
"Delivery & online shopping","delivery_home","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Received packages at home (e.g., FedEx, UPS, USPS)","995","Missing: Skip logic",NA
"Delivery & online shopping","delivery_locker","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Received packages at offsite locker (e.g., Amazon Locker)","-9998","Missing: Non-response",NA
"Delivery & online shopping","delivery_locker","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Received packages at offsite locker (e.g., Amazon Locker)","0","No",NA
"Delivery & online shopping","delivery_locker","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Received packages at offsite locker (e.g., Amazon Locker)","1","Yes",NA
"Delivery & online shopping","delivery_locker","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Received packages at offsite locker (e.g., Amazon Locker)","995","Missing: Skip logic",NA
"Delivery & online shopping","delivery_none","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: None","-9998","Missing: Non-response",NA
"Delivery & online shopping","delivery_none","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: None","0","No",NA
"Delivery & online shopping","delivery_none","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: None","1","Yes",NA
"Delivery & online shopping","delivery_none","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: None","995","Missing: Skip logic",NA
"Delivery & online shopping","delivery_other","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Other type of delivery (e.g., appliance delivered to home)","-9998","Missing: Non-response",NA
"Delivery & online shopping","delivery_other","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Other type of delivery (e.g., appliance delivered to home)","0","No",NA
"Delivery & online shopping","delivery_other","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Other type of delivery (e.g., appliance delivered to home)","1","Yes",NA
"Delivery & online shopping","delivery_other","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Other type of delivery (e.g., appliance delivered to home)","995","Missing: Skip logic",NA
"Delivery & online shopping","delivery_service","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult ","Travel day delivery: Someone came to home to do work (e.g., landscaping, plumber, housecleaning)","-9998","Missing: Non-response",NA
"Delivery & online shopping","delivery_service","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult ","Travel day delivery: Someone came to home to do work (e.g., landscaping, plumber, housecleaning)","0","No",NA
"Delivery & online shopping","delivery_service","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult ","Travel day delivery: Someone came to home to do work (e.g., landscaping, plumber, housecleaning)","1","Yes",NA
"Delivery & online shopping","delivery_service","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult ","Travel day delivery: Someone came to home to do work (e.g., landscaping, plumber, housecleaning)","995","Missing: Skip logic",NA
"Delivery & online shopping","delivery_work","On [this date], which of the following [delivery types] occurred? Select all that apply.","If employed adult ","Travel day delivery: Received packages at work (e.g., FedEx, UPS, USPS)","-9998","Missing: Non-response",NA
"Delivery & online shopping","delivery_work","On [this date], which of the following [delivery types] occurred? Select all that apply.","If employed adult ","Travel day delivery: Received packages at work (e.g., FedEx, UPS, USPS)","0","No",NA
"Delivery & online shopping","delivery_work","On [this date], which of the following [delivery types] occurred? Select all that apply.","If employed adult ","Travel day delivery: Received packages at work (e.g., FedEx, UPS, USPS)","1","Yes",NA
"Delivery & online shopping","delivery_work","On [this date], which of the following [delivery types] occurred? Select all that apply.","If employed adult ","Travel day delivery: Received packages at work (e.g., FedEx, UPS, USPS)","995","Missing: Skip logic",NA
"Survey metadata","hh_day_complete",NA,NA,"Household day is complete","-9998","Missing: Non-response",NA
"Days without travel","no_travel_delivery","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3","Reason for no travel on travel day: Waited for a visitor or delivery (e.g., plumber)","-9998","Missing: Non-response",NA
"Days without travel","no_travel_delivery","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3","Reason for no travel on travel day: Waited for a visitor or delivery (e.g., plumber)","0","No",NA
"Days without travel","no_travel_delivery","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3","Reason for no travel on travel day: Waited for a visitor or delivery (e.g., plumber)","1","Yes",NA
"Days without travel","no_travel_delivery","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3","Reason for no travel on travel day: Waited for a visitor or delivery (e.g., plumber)","995","Missing: Skip logic",NA
"Days without travel","no_travel_home_school","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3; if any household members are <= age 18","Reason for no travel on travel day: Kids were home-schooled","-9998","Missing: Non-response",NA
"Days without travel","no_travel_home_school","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3; if any household members are <= age 18","Reason for no travel on travel day: Kids were home-schooled","0","No",NA
"Days without travel","no_travel_home_school","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3; if any household members are <= age 18","Reason for no travel on travel day: Kids were home-schooled","1","Yes",NA
"Days without travel","no_travel_home_school","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3; if any household members are <= age 18","Reason for no travel on travel day: Kids were home-schooled","995","Missing: Skip logic",NA
"Days without travel","no_travel_house_work","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3","Reason for no travel on travel day: Hung out or worked around home (not for pay)","-9998","Missing: Non-response",NA
"Days without travel","no_travel_house_work","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3","Reason for no travel on travel day: Hung out or worked around home (not for pay)","0","No",NA
"Days without travel","no_travel_house_work","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3","Reason for no travel on travel day: Hung out or worked around home (not for pay)","1","Yes",NA
