"","category","variable","survey_question","variable_logic","variable_label","value","value_label","value_logic","which_table","wt_field"
"1028","Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","11","11",NA,"hh","hh_weight"
"1029","Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","12","12+",NA,"hh","hh_weight"
"1030","Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","-9998","Missing: Non-response",NA,"hh","hh_weight"
"1031","Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","0","0 (no vehicles in household)",NA,"hh","hh_weight"
"1032","Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","1","1",NA,"hh","hh_weight"
"1033","Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","2","2",NA,"hh","hh_weight"
"1034","Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","3","3",NA,"hh","hh_weight"
"1035","Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","4","4",NA,"hh","hh_weight"
"1036","Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","5","5",NA,"hh","hh_weight"
"1037","Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","6","6",NA,"hh","hh_weight"
"1038","Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","7","7",NA,"hh","hh_weight"
"1039","Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","8","8 or more vehicles",NA,"hh","hh_weight"
"1040","Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","-9998","Missing: Non-response",NA,"hh","hh_weight"
"1041","Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","1","$0-$499",NA,"hh","hh_weight"
"1042","Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","2","$500-$749",NA,"hh","hh_weight"
"1043","Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","3","$750-$999",NA,"hh","hh_weight"
"1044","Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","4","$1,000-$1,249",NA,"hh","hh_weight"
"1045","Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","5","$1,250-$1,499",NA,"hh","hh_weight"
"1046","Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","6","$1,500-$1,749",NA,"hh","hh_weight"
"1047","Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","7","$1,750-$1,999",NA,"hh","hh_weight"
"1048","Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","8","$2,000-$2,499",NA,"hh","hh_weight"
"1049","Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","9","$2,500-$2,999",NA,"hh","hh_weight"
"1050","Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","10","$3,000-$3,999",NA,"hh","hh_weight"
"1051","Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","11","$4,000 or more ",NA,"hh","hh_weight"
"1052","Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","995","Missing: Skip logic",NA,"hh","hh_weight"
"1053","Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","999","Prefer not to answer",NA,"hh","hh_weight"
"1054","Demographics","rent_own","Do you own or rent?",NA,"Residence ownership status ","-9998","Missing: Non-response",NA,"hh","hh_weight"
"1055","Demographics","rent_own","Do you own or rent?",NA,"Residence ownership status ","1","Own (includes paying a mortgage)",NA,"hh","hh_weight"
"1056","Demographics","rent_own","Do you own or rent?",NA,"Residence ownership status ","2","Rent",NA,"hh","hh_weight"
"1057","Demographics","rent_own","Do you own or rent?",NA,"Residence ownership status ","3","Housing provided by job or military",NA,"hh","hh_weight"
"1058","Demographics","rent_own","Do you own or rent?",NA,"Residence ownership status ","997","Other",NA,"hh","hh_weight"
"1059","Demographics","rent_own","Do you own or rent?",NA,"Residence ownership status ","999","Prefer not to answer",NA,"hh","hh_weight"
"1060","Demographics","residence_duration","How long have you lived at your current residence?",NA,"How long lived at current residence","-9998","Missing: Non-response",NA,"hh","hh_weight"
"1061","Demographics","residence_duration","How long have you lived at your current residence?",NA,"How long lived at current residence","1","Less than a year",NA,"hh","hh_weight"
"1062","Demographics","residence_duration","How long have you lived at your current residence?",NA,"How long lived at current residence","2","Between 1 and 2 years",NA,"hh","hh_weight"
"1063","Demographics","residence_duration","How long have you lived at your current residence?",NA,"How long lived at current residence","3","Between 2 and 3 years",NA,"hh","hh_weight"
"1064","Demographics","residence_duration","How long have you lived at your current residence?",NA,"How long lived at current residence","4","Between 3 and 5 years",NA,"hh","hh_weight"
"1065","Demographics","residence_duration","How long have you lived at your current residence?",NA,"How long lived at current residence","5","Between 5 and 10 years",NA,"hh","hh_weight"
"1066","Demographics","residence_duration","How long have you lived at your current residence?",NA,"How long lived at current residence","6","Between 10 and 20 years",NA,"hh","hh_weight"
"1067","Demographics","residence_duration","How long have you lived at your current residence?",NA,"How long lived at current residence","7","More than 20 years",NA,"hh","hh_weight"
"1068","Demographics","residence_months","How many months of the year do you live at your current residence?",NA,"Number of months of the year lived at current residence","-9998","Missing: Non-response",NA,"hh","hh_weight"
"1069","Demographics","residence_months","How many months of the year do you live at your current residence?",NA,"Number of months of the year lived at current residence","1","12 months (all year long)",NA,"hh","hh_weight"
"1070","Demographics","residence_months","How many months of the year do you live at your current residence?",NA,"Number of months of the year lived at current residence","2","10-11 months",NA,"hh","hh_weight"
"1071","Demographics","residence_months","How many months of the year do you live at your current residence?",NA,"Number of months of the year lived at current residence","3","7-9 months",NA,"hh","hh_weight"
"1072","Demographics","residence_months","How many months of the year do you live at your current residence?",NA,"Number of months of the year lived at current residence","4","4-6 months",NA,"hh","hh_weight"
"1073","Demographics","residence_months","How many months of the year do you live at your current residence?",NA,"Number of months of the year lived at current residence","5","Up to 3 months of the year",NA,"hh","hh_weight"
"1074","Demographics","residence_months","How many months of the year do you live at your current residence?",NA,"Number of months of the year lived at current residence","995","Missing: Skip logic",NA,"hh","hh_weight"
"1075","Demographics","residence_months","How many months of the year do you live at your current residence?",NA,"Number of months of the year lived at current residence","999","Prefer not to answer",NA,"hh","hh_weight"
"1076","Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","-9998","Missing: Non-response",NA,"hh","hh_weight"
"1077","Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","1","Single-family house (detached house)",NA,"hh","hh_weight"
"1078","Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","2","Townhouse (single-family attached)",NA,"hh","hh_weight"
"1079","Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","3","Building with 2-4 units (duplexes, triplexes, quads)",NA,"hh","hh_weight"
"1080","Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","4","Building with 5 or more apartments or condos",NA,"hh","hh_weight"
"1081","Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","5","Senior or age-restricted apts/condos",NA,"hh","hh_weight"
"1082","Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","6","Dorm, group quarters, or institutional facility",NA,"hh","hh_weight"
"1083","Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","7","Manufactured home/mobile home/trailer",NA,"hh","hh_weight"
"1084","Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","997","Other (e.g., boat, RV, van)",NA,"hh","hh_weight"
"1085","Delivery & online shopping","delivery_food","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Food was delivered to home (e.g., take-out, groceries)","-9998","Missing: Non-response",NA,"day","day_weight"
"1086","Delivery & online shopping","delivery_food","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Food was delivered to home (e.g., take-out, groceries)","0","No",NA,"day","day_weight"
