which_table,category,variable,survey_question,variable_logic,variable_label,value,value_label,value_logic,wt_field
hh,Demographics,residence_months,How many months of the year do you live at your current residence?,NA,Number of months of the year lived at current residence,3,7-9 months,NA,hh_weight
hh,Demographics,residence_months,How many months of the year do you live at your current residence?,NA,Number of months of the year lived at current residence,4,4-6 months,NA,hh_weight
hh,Demographics,residence_months,How many months of the year do you live at your current residence?,NA,Number of months of the year lived at current residence,5,Up to 3 months of the year,NA,hh_weight
hh,Demographics,residence_months,How many months of the year do you live at your current residence?,NA,Number of months of the year lived at current residence,995,Missing: Skip logic,NA,hh_weight
hh,Demographics,residence_months,How many months of the year do you live at your current residence?,NA,Number of months of the year lived at current residence,999,Prefer not to answer,NA,hh_weight
hh,Demographics,residence_type,What type of place is your current residence?,NA,Current residence type,-9998,Missing: Non-response,NA,hh_weight
hh,Demographics,residence_type,What type of place is your current residence?,NA,Current residence type,1,Single-family house (detached house),NA,hh_weight
hh,Demographics,residence_type,What type of place is your current residence?,NA,Current residence type,2,Townhouse (single-family attached),NA,hh_weight
hh,Demographics,residence_type,What type of place is your current residence?,NA,Current residence type,3,"Building with 2-4 units (duplexes, triplexes, quads)",NA,hh_weight
hh,Demographics,residence_type,What type of place is your current residence?,NA,Current residence type,4,Building with 5 or more apartments or condos,NA,hh_weight
hh,Demographics,residence_type,What type of place is your current residence?,NA,Current residence type,5,Senior or age-restricted apts/condos,NA,hh_weight
hh,Demographics,residence_type,What type of place is your current residence?,NA,Current residence type,6,"Dorm, group quarters, or institutional facility",NA,hh_weight
hh,Demographics,residence_type,What type of place is your current residence?,NA,Current residence type,7,Manufactured home/mobile home/trailer,NA,hh_weight
hh,Demographics,residence_type,What type of place is your current residence?,NA,Current residence type,997,"Other (e.g., boat, RV, van)",NA,hh_weight
day,Delivery & online shopping,delivery_food,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,"Travel day delivery: Food was delivered to home (e.g., take-out, groceries)",-9998,Missing: Non-response,NA,day_weight
day,Delivery & online shopping,delivery_food,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,"Travel day delivery: Food was delivered to home (e.g., take-out, groceries)",0,No,NA,day_weight
day,Delivery & online shopping,delivery_food,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,"Travel day delivery: Food was delivered to home (e.g., take-out, groceries)",1,Yes,NA,day_weight
day,Delivery & online shopping,delivery_food,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,"Travel day delivery: Food was delivered to home (e.g., take-out, groceries)",995,Missing: Skip logic,NA,day_weight
day,Delivery & online shopping,delivery_home,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,"Travel day delivery: Received packages at home (e.g., FedEx, UPS, USPS)",-9998,Missing: Non-response,NA,day_weight
day,Delivery & online shopping,delivery_home,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,"Travel day delivery: Received packages at home (e.g., FedEx, UPS, USPS)",0,No,NA,day_weight
day,Delivery & online shopping,delivery_home,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,"Travel day delivery: Received packages at home (e.g., FedEx, UPS, USPS)",1,Yes,NA,day_weight
day,Delivery & online shopping,delivery_home,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,"Travel day delivery: Received packages at home (e.g., FedEx, UPS, USPS)",995,Missing: Skip logic,NA,day_weight
day,Delivery & online shopping,delivery_locker,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,"Travel day delivery: Received packages at offsite locker (e.g., Amazon Locker)",-9998,Missing: Non-response,NA,day_weight
day,Delivery & online shopping,delivery_locker,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,"Travel day delivery: Received packages at offsite locker (e.g., Amazon Locker)",0,No,NA,day_weight
day,Delivery & online shopping,delivery_locker,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,"Travel day delivery: Received packages at offsite locker (e.g., Amazon Locker)",1,Yes,NA,day_weight
day,Delivery & online shopping,delivery_locker,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,"Travel day delivery: Received packages at offsite locker (e.g., Amazon Locker)",995,Missing: Skip logic,NA,day_weight
day,Delivery & online shopping,delivery_none,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,Travel day delivery: None,-9998,Missing: Non-response,NA,day_weight
day,Delivery & online shopping,delivery_none,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,Travel day delivery: None,0,No,NA,day_weight
day,Delivery & online shopping,delivery_none,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,Travel day delivery: None,1,Yes,NA,day_weight
day,Delivery & online shopping,delivery_none,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,Travel day delivery: None,995,Missing: Skip logic,NA,day_weight
day,Delivery & online shopping,delivery_other,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,"Travel day delivery: Other type of delivery (e.g., appliance delivered to home)",-9998,Missing: Non-response,NA,day_weight
day,Delivery & online shopping,delivery_other,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,"Travel day delivery: Other type of delivery (e.g., appliance delivered to home)",0,No,NA,day_weight
day,Delivery & online shopping,delivery_other,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,"Travel day delivery: Other type of delivery (e.g., appliance delivered to home)",1,Yes,NA,day_weight
day,Delivery & online shopping,delivery_other,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult,"Travel day delivery: Other type of delivery (e.g., appliance delivered to home)",995,Missing: Skip logic,NA,day_weight
day,Delivery & online shopping,delivery_service,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult ,"Travel day delivery: Someone came to home to do work (e.g., landscaping, plumber, housecleaning)",-9998,Missing: Non-response,NA,day_weight
day,Delivery & online shopping,delivery_service,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult ,"Travel day delivery: Someone came to home to do work (e.g., landscaping, plumber, housecleaning)",0,No,NA,day_weight
day,Delivery & online shopping,delivery_service,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult ,"Travel day delivery: Someone came to home to do work (e.g., landscaping, plumber, housecleaning)",1,Yes,NA,day_weight
day,Delivery & online shopping,delivery_service,"On [this date], which of the following [delivery types] occurred? Select all that apply.",if adult ,"Travel day delivery: Someone came to home to do work (e.g., landscaping, plumber, housecleaning)",995,Missing: Skip logic,NA,day_weight
day,Delivery & online shopping,delivery_work,"On [this date], which of the following [delivery types] occurred? Select all that apply.",If employed adult ,"Travel day delivery: Received packages at work (e.g., FedEx, UPS, USPS)",-9998,Missing: Non-response,NA,day_weight
day,Delivery & online shopping,delivery_work,"On [this date], which of the following [delivery types] occurred? Select all that apply.",If employed adult ,"Travel day delivery: Received packages at work (e.g., FedEx, UPS, USPS)",0,No,NA,day_weight
day,Delivery & online shopping,delivery_work,"On [this date], which of the following [delivery types] occurred? Select all that apply.",If employed adult ,"Travel day delivery: Received packages at work (e.g., FedEx, UPS, USPS)",1,Yes,NA,day_weight
day,Delivery & online shopping,delivery_work,"On [this date], which of the following [delivery types] occurred? Select all that apply.",If employed adult ,"Travel day delivery: Received packages at work (e.g., FedEx, UPS, USPS)",995,Missing: Skip logic,NA,day_weight
day,Days without travel,no_travel_delivery,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3,"Reason for no travel on travel day: Waited for a visitor or delivery (e.g., plumber)",-9998,Missing: Non-response,NA,day_weight
day,Days without travel,no_travel_delivery,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3,"Reason for no travel on travel day: Waited for a visitor or delivery (e.g., plumber)",0,No,NA,day_weight
day,Days without travel,no_travel_delivery,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3,"Reason for no travel on travel day: Waited for a visitor or delivery (e.g., plumber)",1,Yes,NA,day_weight
day,Days without travel,no_travel_delivery,Why didn't you go anywhere on [this date]? Select all that apply.,If made no trips; all members in group 2 and adults only in participation groups 1 & 3,"Reason for no travel on travel day: Waited for a visitor or delivery (e.g., plumber)",995,Missing: Skip logic,NA,day_weight
