which_table,category,variable,variable_label,survey_question,variable_logic,value,value_label,wt_field
trip,,o_county,Origin: County,,NA,55009,Brown,trip_weight
trip,,o_county,Origin: County,,NA,55011,Buffalo,trip_weight
trip,,o_county,Origin: County,,NA,55013,Burnett,trip_weight
trip,,o_county,Origin: County,,NA,55015,Calumet,trip_weight
trip,,o_county,Origin: County,,NA,55017,Chippewa,trip_weight
trip,,o_county,Origin: County,,NA,55019,Clark,trip_weight
trip,,o_county,Origin: County,,NA,55021,Columbia,trip_weight
trip,,o_county,Origin: County,,NA,55023,Crawford,trip_weight
trip,,o_county,Origin: County,,NA,55025,Dane,trip_weight
trip,,o_county,Origin: County,,NA,55027,Dodge,trip_weight
trip,,o_county,Origin: County,,NA,55029,Door,trip_weight
trip,,o_county,Origin: County,,NA,55031,Douglas,trip_weight
trip,,o_county,Origin: County,,NA,55033,Dunn,trip_weight
trip,,o_county,Origin: County,,NA,55035,Eau Claire,trip_weight
trip,,o_county,Origin: County,,NA,55037,Florence,trip_weight
trip,,o_county,Origin: County,,NA,55039,Fond du Lac,trip_weight
trip,,o_county,Origin: County,,NA,55041,Forest,trip_weight
trip,,o_county,Origin: County,,NA,55043,Grant,trip_weight
trip,,o_county,Origin: County,,NA,55045,Green,trip_weight
trip,,o_county,Origin: County,,NA,55047,Green Lake,trip_weight
trip,,o_county,Origin: County,,NA,55049,Iowa,trip_weight
trip,,o_county,Origin: County,,NA,55051,Iron,trip_weight
trip,,o_county,Origin: County,,NA,55053,Jackson,trip_weight
trip,,o_county,Origin: County,,NA,55055,Jefferson,trip_weight
trip,,o_county,Origin: County,,NA,55057,Juneau,trip_weight
trip,,o_county,Origin: County,,NA,55059,Kenosha,trip_weight
trip,,o_county,Origin: County,,NA,55061,Kewaunee,trip_weight
trip,,o_county,Origin: County,,NA,55063,La Crosse,trip_weight
trip,,o_county,Origin: County,,NA,55065,Lafayette,trip_weight
trip,,o_county,Origin: County,,NA,55067,Langlade,trip_weight
trip,,o_county,Origin: County,,NA,55069,Lincoln,trip_weight
trip,,o_county,Origin: County,,NA,55071,Manitowoc,trip_weight
trip,,o_county,Origin: County,,NA,55073,Marathon,trip_weight
trip,,o_county,Origin: County,,NA,55075,Marinette,trip_weight
trip,,o_county,Origin: County,,NA,55077,Marquette,trip_weight
trip,,o_county,Origin: County,,NA,55078,Menominee,trip_weight
trip,,o_county,Origin: County,,NA,55079,Milwaukee,trip_weight
trip,,o_county,Origin: County,,NA,55081,Monroe,trip_weight
trip,,o_county,Origin: County,,NA,55083,Oconto,trip_weight
trip,,o_county,Origin: County,,NA,55085,Oneida,trip_weight
trip,,o_county,Origin: County,,NA,55087,Outagamie,trip_weight
trip,,o_county,Origin: County,,NA,55089,Ozaukee,trip_weight
trip,,o_county,Origin: County,,NA,55091,Pepin,trip_weight
trip,,o_county,Origin: County,,NA,55093,Pierce,trip_weight
trip,,o_county,Origin: County,,NA,55095,Polk,trip_weight
trip,,o_county,Origin: County,,NA,55097,Portage,trip_weight
trip,,o_county,Origin: County,,NA,55099,Price,trip_weight
trip,,o_county,Origin: County,,NA,55101,Racine,trip_weight
trip,,o_county,Origin: County,,NA,55103,Richland,trip_weight
trip,,o_county,Origin: County,,NA,55105,Rock,trip_weight
trip,,o_county,Origin: County,,NA,55107,Rusk,trip_weight
trip,,o_county,Origin: County,,NA,55109,St Croix,trip_weight
trip,,o_county,Origin: County,,NA,55111,Sauk,trip_weight
trip,,o_county,Origin: County,,NA,55113,Sawyer,trip_weight
trip,,o_county,Origin: County,,NA,55115,Shawano,trip_weight
trip,,o_county,Origin: County,,NA,55117,Sheboygan,trip_weight
trip,,o_county,Origin: County,,NA,55119,Taylor,trip_weight
trip,,o_county,Origin: County,,NA,55121,Trempealeau,trip_weight
trip,,o_county,Origin: County,,NA,55123,Vernon,trip_weight
trip,,o_county,Origin: County,,NA,55125,Vilas,trip_weight
trip,,o_county,Origin: County,,NA,55127,Walworth,trip_weight
trip,,o_county,Origin: County,,NA,55129,Washburn,trip_weight
trip,,o_county,Origin: County,,NA,55131,Washington,trip_weight
trip,,o_county,Origin: County,,NA,55133,Waukesha,trip_weight
trip,,o_county,Origin: County,,NA,55135,Waupaca,trip_weight
trip,,o_county,Origin: County,,NA,55137,Waushara,trip_weight
trip,,o_county,Origin: County,,NA,55139,Winnebago,trip_weight
trip,,o_county,Origin: County,,NA,55141,Wood,trip_weight
trip,,o_in_region,Origin is in study region,,NA,0,Not in study region,trip_weight
trip,,o_in_region,Origin is in study region,,NA,1,In study region,trip_weight
trip,,o_puma_2010,NA,,NA,NA,NA,trip_weight
trip,,o_purpose,Origin purpose,,NA,-1,Not imputable,trip_weight
trip,,o_purpose,Origin purpose,,NA,1,Went home,trip_weight
trip,,o_purpose,Origin purpose,,NA,10,Primary workplace,trip_weight
trip,,o_purpose,Origin purpose,,NA,11,"Went to work-related activity (e.g., meeting, delivery, worksite)",trip_weight
trip,,o_purpose,Origin purpose,,NA,13,Volunteering,trip_weight
trip,,o_purpose,Origin purpose,,NA,14,Other work-related,trip_weight
trip,,o_purpose,Origin purpose,,NA,21,Attend K-12 school,trip_weight
trip,,o_purpose,Origin purpose,,NA,22,Attend college/university,trip_weight
trip,,o_purpose,Origin purpose,,NA,23,"Attend other type of class (e.g., cooking class)",trip_weight
trip,,o_purpose,Origin purpose,,NA,24,"Attend other education-related activity (e.g., field trip)",trip_weight
trip,,o_purpose,Origin purpose,,NA,25,Attend vocational education class,trip_weight
trip,,o_purpose,Origin purpose,,NA,26,Attend daycare or preschool,trip_weight
trip,,o_purpose,Origin purpose,,NA,30,Grocery shopping,trip_weight
trip,,o_purpose,Origin purpose,,NA,31,Got gas,trip_weight
trip,,o_purpose,Origin purpose,,NA,32,"Other routine shopping (e.g., pharmacy)",trip_weight
trip,,o_purpose,Origin purpose,,NA,33,"Errand without appointment (e.g., post office)",trip_weight
trip,,o_purpose,Origin purpose,,NA,34,"Medical visit (e.g., doctor, dentist)",trip_weight
trip,,o_purpose,Origin purpose,,NA,36,"Shopping for major item (e.g., furniture, car)",trip_weight
trip,,o_purpose,Origin purpose,,NA,37,"Errand with appointment (e.g., haircut)",trip_weight
trip,,o_purpose,Origin purpose,,NA,44,"Other activity only (e.g., attend meeting, pick-up or drop-off item)",trip_weight
trip,,o_purpose,Origin purpose,,NA,45,Pick someone up,trip_weight
trip,,o_purpose,Origin purpose,,NA,46,Drop someone off,trip_weight
trip,,o_purpose,Origin purpose,,NA,47,"Accompany someone only (e.g., go along for the ride)",trip_weight
trip,,o_purpose,Origin purpose,,NA,48,BOTH pick up AND drop off,trip_weight
trip,,o_purpose,Origin purpose,,NA,50,"Dined out, got coffee or take-out",trip_weight
trip,,o_purpose,Origin purpose,,NA,51,"Exercise or recreation (e.g., gym, jog, bike, walk dog)",trip_weight
trip,,o_purpose,Origin purpose,,NA,52,"Social activity (e.g., visit friends/relatives)",trip_weight
trip,,o_purpose,Origin purpose,,NA,53,"Leisure/entertainment/cultural (e.g., cinema, museum, park)",trip_weight
trip,,o_purpose,Origin purpose,,NA,54,Religious/civic/volunteer activity,trip_weight
trip,,o_purpose,Origin purpose,,NA,56,"Family activity (e.g., watch child's game)",trip_weight
trip,,o_purpose,Origin purpose,,NA,60,"Changed or transferred mode (e.g., waited for bus, drove onto ferry)",trip_weight
trip,,o_purpose,Origin purpose,,NA,61,"Other shopping or errand (e.g., pharmacy, post office)",trip_weight
trip,,o_purpose,Origin purpose,,NA,62,Other leisure activity,trip_weight
trip,,o_purpose,Origin purpose,,NA,99,Other reason,trip_weight
trip,,o_purpose,Origin purpose,,NA,150,"Went to another residence (e.g., someone else's home, second home)",trip_weight
trip,,o_purpose,Origin purpose,,NA,151,Loop trip (split by analyst at furthest location),trip_weight
trip,,o_purpose,Origin purpose,,NA,152,"Went to temporary lodging (e.g., hotel, vacation rental)",trip_weight
trip,,o_purpose,Origin purpose,,NA,995,Missing,trip_weight
trip,,o_purpose_category,Origin purpose category,,NA,-1,Not imputable,trip_weight
trip,,o_purpose_category,Origin purpose category,,NA,1,Home,trip_weight
trip,,o_purpose_category,Origin purpose category,,NA,2,Work,trip_weight
trip,,o_purpose_category,Origin purpose category,,NA,3,Work related,trip_weight
trip,,o_purpose_category,Origin purpose category,,NA,4,School,trip_weight
trip,,o_purpose_category,Origin purpose category,,NA,5,School related,trip_weight
trip,,o_purpose_category,Origin purpose category,,NA,6,Escort,trip_weight
trip,,o_purpose_category,Origin purpose category,,NA,7,Shopping,trip_weight
trip,,o_purpose_category,Origin purpose category,,NA,8,Meal,trip_weight
trip,,o_purpose_category,Origin purpose category,,NA,9,Social/Recreation,trip_weight
trip,,o_purpose_category,Origin purpose category,,NA,10,Errand,trip_weight
trip,,o_purpose_category,Origin purpose category,,NA,11,Change mode,trip_weight
trip,,o_purpose_category,Origin purpose category,,NA,12,Overnight,trip_weight
trip,,o_purpose_category,Origin purpose category,,NA,13,Other,trip_weight
trip,,o_purpose_category,Origin purpose category,,NA,995,Missing,trip_weight
trip,,o_state,Origin: State,,NA,27,Minnesota,trip_weight
trip,,o_state,Origin: State,,NA,55,Wisconsin,trip_weight
trip,,o_state,Origin: State,,NA,995,Missing,trip_weight
trip,,person_id,NA,,NA,NA,NA,trip_weight
trip,,scooter_park_location,Scooter parking location type,,If used scooter mode; if adult for participation groups 1 and 3. If mode or transit_access or transit_egress = micromobility,1,"Inside house/apartment (includes garage, porch, storage area)",trip_weight
trip,,scooter_park_location,Scooter parking location type,,If used scooter mode; if adult for participation groups 1 and 3. If mode or transit_access or transit_egress = micromobility,2,Bike/scooter rack,trip_weight
trip,,scooter_park_location,Scooter parking location type,,If used scooter mode; if adult for participation groups 1 and 3. If mode or transit_access or transit_egress = micromobility,3,Locker for bikes/scooters,trip_weight
trip,,scooter_park_location,Scooter parking location type,,If used scooter mode; if adult for participation groups 1 and 3. If mode or transit_access or transit_egress = micromobility,4,Secured room,trip_weight
trip,,scooter_park_location,Scooter parking location type,,If used scooter mode; if adult for participation groups 1 and 3. If mode or transit_access or transit_egress = micromobility,5,"Locked to other object (e.g., post, tree)",trip_weight
trip,,scooter_park_location,Scooter parking location type,,If used scooter mode; if adult for participation groups 1 and 3. If mode or transit_access or transit_egress = micromobility,6,Scooter-share designated docking station,trip_weight
trip,,scooter_park_location,Scooter parking location type,,If used scooter mode; if adult for participation groups 1 and 3. If mode or transit_access or transit_egress = micromobility,7,Unlocked on-street,trip_weight
trip,,scooter_park_location,Scooter parking location type,,If used scooter mode; if adult for participation groups 1 and 3. If mode or transit_access or transit_egress = micromobility,8,In a parking garage/ramp/lot,trip_weight
trip,,scooter_park_location,Scooter parking location type,,If used scooter mode; if adult for participation groups 1 and 3. If mode or transit_access or transit_egress = micromobility,9,Moped-share designated docking station,trip_weight
trip,,scooter_park_location,Scooter parking location type,,If used scooter mode; if adult for participation groups 1 and 3. If mode or transit_access or transit_egress = micromobility,10,Carried it with me,trip_weight
trip,,scooter_park_location,Scooter parking location type,,If used scooter mode; if adult for participation groups 1 and 3. If mode or transit_access or transit_egress = micromobility,995,Missing,trip_weight
trip,,scooter_park_location,Scooter parking location type,,If used scooter mode; if adult for participation groups 1 and 3. If mode or transit_access or transit_egress = micromobility,997,Other,trip_weight
trip,,speed_mph,NA,,NA,NA,NA,trip_weight
trip,,taxi_cost,NA,,NA,NA,NA,trip_weight
trip,,taxi_pay,Knows taxi amount,,If used taxi mode & paid fare; if adult for participation groups 1 and 3,1,$,trip_weight
trip,,taxi_pay,Knows taxi amount,,If used taxi mode & paid fare; if adult for participation groups 1 and 3,2,Don't know,trip_weight
trip,,taxi_pay,Knows taxi amount,,If used taxi mode & paid fare; if adult for participation groups 1 and 3,995,Missing,trip_weight
trip,,taxi_who_paid,Who paid taxi fare,,If used taxi mode; if adult for participation groups 1 and 3,1,I paid the fare myself (no reimbursement),trip_weight
trip,,taxi_who_paid,Who paid taxi fare,,If used taxi mode; if adult for participation groups 1 and 3,2,Employer paid (I am reimbursed),trip_weight
trip,,taxi_who_paid,Who paid taxi fare,,If used taxi mode; if adult for participation groups 1 and 3,3,Split/shared fare with other(s),trip_weight
trip,,taxi_who_paid,Who paid taxi fare,,If used taxi mode; if adult for participation groups 1 and 3,4,Someone else paid 100% (all of fare),trip_weight
trip,,taxi_who_paid,Who paid taxi fare,,If used taxi mode; if adult for participation groups 1 and 3,5,Other,trip_weight
trip,,taxi_who_paid,Who paid taxi fare,,If used taxi mode; if adult for participation groups 1 and 3,995,Missing,trip_weight
trip,,tnc_type,Type of smartphone-app ride service used on trip,,If mode_taxi = Uber/Lyft,1,"Pooled (e.g., UberPool, Lyft Shared)",trip_weight
trip,,tnc_type,Type of smartphone-app ride service used on trip,,If mode_taxi = Uber/Lyft,2,"Regular (e.g., UberX, UberXL, Lyft, LyftXL)",trip_weight
trip,,tnc_type,Type of smartphone-app ride service used on trip,,If mode_taxi = Uber/Lyft,3,"Premium (e.g., UberBlack, Lyft Lux)",trip_weight
trip,,tnc_type,Type of smartphone-app ride service used on trip,,If mode_taxi = Uber/Lyft,995,Missing,trip_weight
trip,,tnc_type,Type of smartphone-app ride service used on trip,,If mode_taxi = Uber/Lyft,998,Don't know,trip_weight
trip,,transit_access,How bus or rail was accessed,,If mode = bus or rail,1,"Walked, jogged, or rolled using a mobility device",trip_weight
trip,,transit_access,How bus or rail was accessed,,If mode = bus or rail,2,Bicycle,trip_weight
trip,,transit_access,How bus or rail was accessed,,If mode = bus or rail,3,Transferred from another bus,trip_weight
trip,,transit_access,How bus or rail was accessed,,If mode = bus or rail,4,"Scooter, moped, or skateboard",trip_weight
trip,,transit_access,How bus or rail was accessed,,If mode = bus or rail,5,Transferred from another rail line,trip_weight
trip,,transit_access,How bus or rail was accessed,,If mode = bus or rail,6,"Uber/Lyft, taxi, or car service",trip_weight
trip,,transit_access,How bus or rail was accessed,,If mode = bus or rail,7,Drove and parked my own household's vehicle (or motorcycle),trip_weight
trip,,transit_access,How bus or rail was accessed,,If mode = bus or rail,8,Drove and parked another vehicle (or motorcycle),trip_weight
trip,,transit_access,How bus or rail was accessed,,If mode = bus or rail,9,Got dropped off in my own household's vehicle (or motorcycle),trip_weight
trip,,transit_access,How bus or rail was accessed,,If mode = bus or rail,10,Got dropped off in another vehicle (or motorcycle),trip_weight
trip,,transit_access,How bus or rail was accessed,,If mode = bus or rail,201,SouthWest Prime or MVTA Connect,trip_weight
trip,,transit_access,How bus or rail was accessed,,If mode = bus or rail,995,Missing,trip_weight
trip,,transit_access,How bus or rail was accessed,,If mode = bus or rail,997,Other,trip_weight
trip,,transit_egress,How bus or rail was egressed,,If mode = bus or rail,1,"Walked, jogged, or rolled using a mobility device",trip_weight
trip,,transit_egress,How bus or rail was egressed,,If mode = bus or rail,2,Bicycle,trip_weight
trip,,transit_egress,How bus or rail was egressed,,If mode = bus or rail,3,Transferred to another bus,trip_weight
trip,,transit_egress,How bus or rail was egressed,,If mode = bus or rail,4,"Scooter, moped, or skateboard",trip_weight
trip,,transit_egress,How bus or rail was egressed,,If mode = bus or rail,5,Transferred to another rail line,trip_weight
trip,,transit_egress,How bus or rail was egressed,,If mode = bus or rail,6,"Uber/Lyft, taxi, or car service",trip_weight
trip,,transit_egress,How bus or rail was egressed,,If mode = bus or rail,7,Drove my own household's vehicle (or motorcycle),trip_weight
trip,,transit_egress,How bus or rail was egressed,,If mode = bus or rail,8,Drove another vehicle (or motorcycle),trip_weight
trip,,transit_egress,How bus or rail was egressed,,If mode = bus or rail,9,Got picked up in my own household's vehicle (or motorcycle),trip_weight
trip,,transit_egress,How bus or rail was egressed,,If mode = bus or rail,10,Got picked up in another vehicle (or motorcycle),trip_weight
trip,,transit_egress,How bus or rail was egressed,,If mode = bus or rail,201,SouthWest Prime or MVTA Connect,trip_weight
trip,,transit_egress,How bus or rail was egressed,,If mode = bus or rail,995,Missing,trip_weight
trip,,transit_egress,How bus or rail was egressed,,If mode = bus or rail,997,Other,trip_weight
trip,,travel_date,NA,,NA,NA,NA,trip_weight
trip,,travel_dow,Day of week,,NA,1,Monday,trip_weight
trip,,travel_dow,Day of week,,NA,2,Tuesday,trip_weight
trip,,travel_dow,Day of week,,NA,3,Wednesday,trip_weight
trip,,travel_dow,Day of week,,NA,4,Thursday,trip_weight
trip,,travel_dow,Day of week,,NA,5,Friday,trip_weight
trip,,travel_dow,Day of week,,NA,6,Saturday,trip_weight
trip,,travel_dow,Day of week,,NA,7,Sunday,trip_weight
trip,,travel_dow,Day of week,,NA,995,Missing,trip_weight
trip,,trip_d_cbg,NA,,NA,NA,NA,trip_weight
trip,,trip_d_city,NA,,NA,NA,NA,trip_weight
trip,,trip_d_county,NA,,NA,NA,NA,trip_weight
trip,,trip_d_in_mpo,NA,,NA,NA,NA,trip_weight
trip,,trip_d_thrive_category,NA,,NA,NA,NA,trip_weight
trip,,trip_d_thrive_category_broad,NA,,NA,NA,NA,trip_weight
trip,,trip_d_urban_rural_suburban,NA,,NA,NA,NA,trip_weight
